SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
25-1021	2.C.1.d	Sales and Marketing	18.384776239	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.1.e	Customer and Personal Service	48.88470507	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.1.f	Personnel and Human Resources	28.379066851	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.10	Transportation	30.314541827	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.2.a	Production and Processing	28.727288956	33760	Education, training, and library	74840	1	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.2.b	Food Production	0	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.3.a	Computers and Electronics	88.480989444	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.3.b	Engineering and Technology	72.330984318	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.3.c	Design	62.893106538	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.3.d	Building and Construction	16.253351477	33760	Education, training, and library	74840	1	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.3.e	Mechanical	48.065429902	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.4.a	Mathematics	76.185489149	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.4.b	Physics	46.913599603	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.4.c	Chemistry	31.101217813	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.4.d	Biology	26.957109279	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.4.e	Psychology	42.378230764	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.4.f	Sociology and Anthropology	25.268840296	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.4.g	Geography	23.234211243	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.5.a	Medicine and Dentistry	4.2426405434	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.5.b	Therapy and Counseling	32.873784477	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.6	Education and Training	89.942838759	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.7.a	English Language	85.136024161	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.7.b	Foreign Language	29.039874513	33760	Education, training, and library	74840	1	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.7.c	Fine Arts	19.526539318	33760	Education, training, and library	74840	1	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.7.d	History and Archeology	26.87377961	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.7.e	Philosophy and Theology	24.925030865	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.8.a	Public Safety and Security	35.47071264	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.8.b	Law and Government	30.495901481	33760	Education, training, and library	74840	3	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.9.a	Telecommunications	62.997052322	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	2.C.9.b	Communications and Media	58.254613843	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1022	2.C.1.a	Administration and Management	36.566963343	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.1.b	Clerical	49.832001914	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.1.c	Economics and Accounting	20.666052254	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.1.d	Sales and Marketing	22.689203784	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.1.e	Customer and Personal Service	59.204729359	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.1.f	Personnel and Human Resources	40.158257869	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.10	Transportation	30.019041086	53850	Education, training, and library	67170	0	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.2.a	Production and Processing	19.159481253	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.2.b	Food Production	4.2020402154	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.3.a	Computers and Electronics	63.01360379	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.3.b	Engineering and Technology	28.206382399	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.3.c	Design	29.072815474	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.3.d	Building and Construction	10.970089221	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.3.e	Mechanical	20.468790958	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.4.a	Mathematics	95.784577964	53850	Education, training, and library	67170	0	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.4.b	Physics	46.431516299	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.4.c	Chemistry	31.135648386	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.4.d	Biology	29.806998994	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.4.e	Psychology	48.145612869	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.4.f	Sociology and Anthropology	41.492857262	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.4.g	Geography	29.235496168	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.5.a	Medicine and Dentistry	22.859820412	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.5.b	Therapy and Counseling	35.220124734	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.6	Education and Training	84.190941164	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.7.a	English Language	73.195435741	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.7.b	Foreign Language	22.442306527	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.7.c	Fine Arts	17.935599012	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.7.d	History and Archeology	33.209292568	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.7.e	Philosophy and Theology	42.573634971	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.8.a	Public Safety and Security	32.197603692	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.8.b	Law and Government	31.410644449	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.9.a	Telecommunications	27.913130665	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	2.C.9.b	Communications and Media	46.652208484	53850	Education, training, and library	67170	2	Mathematical Science Teachers, Postsecondary	5	1
25-1031	2.C.1.a	Administration and Management	56.475026307	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.1.b	Clerical	52.355106282	7340	Education, training, and library	73920	2	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.1.c	Economics and Accounting	45.995341663	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.1.d	Sales and Marketing	41.832318563	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.1.e	Customer and Personal Service	53.33238185	7340	Education, training, and library	73920	2	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.1.f	Personnel and Human Resources	61.240042656	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.10	Transportation	43.143615118	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.2.a	Production and Processing	31.755764267	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.2.b	Food Production	19.297668752	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.3.a	Computers and Electronics	69.453169738	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.3.b	Engineering and Technology	82.699454307	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.3.c	Design	90.661061554	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.3.d	Building and Construction	80.997357408	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.3.e	Mechanical	54.793117384	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.4.a	Mathematics	69.403169991	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.4.b	Physics	59.204729359	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.4.c	Chemistry	46.432746942	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.4.d	Biology	54.094098556	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.4.e	Psychology	55.328369877	7340	Education, training, and library	73920	2	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.4.f	Sociology and Anthropology	68.141869559	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.4.g	Geography	66.304493156	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.5.a	Medicine and Dentistry	14.803473895	7340	Education, training, and library	73920	3	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.5.b	Therapy and Counseling	35.992856308	7340	Education, training, and library	73920	2	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.6	Education and Training	86.024582976	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.7.a	English Language	87.937313507	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.7.b	Foreign Language	45.596053124	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.7.c	Fine Arts	79.483693186	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.7.d	History and Archeology	71.522225922	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.7.e	Philosophy and Theology	64.713656637	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.8.a	Public Safety and Security	63.414961653	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.8.b	Law and Government	59.567010401	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.9.a	Telecommunications	39.50117595	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	2.C.9.b	Communications and Media	69.657119233	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1032	2.C.1.a	Administration and Management	55.690470385	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.1.b	Clerical	47.07683614	37270	Education, training, and library	95060	3	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.1.c	Economics and Accounting	41.412214326	37270	Education, training, and library	95060	1	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.1.d	Sales and Marketing	33.298649106	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.1.e	Customer and Personal Service	44.936462498	37270	Education, training, and library	95060	3	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.1.f	Personnel and Human Resources	51.136792593	37270	Education, training, and library	95060	1	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.10	Transportation	50.683894181	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.2.a	Production and Processing	36.158381488	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.2.b	Food Production	18.635603325	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.3.a	Computers and Electronics	75.314198717	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.3.b	Engineering and Technology	88.926457389	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.3.c	Design	77.860681079	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.3.d	Building and Construction	55.1439689	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.3.e	Mechanical	62.74847931	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.4.a	Mathematics	89.606441133	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.4.b	Physics	83.979591266	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.4.c	Chemistry	65.064800733	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.4.d	Biology	47.277600863	37270	Education, training, and library	95060	1	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.4.e	Psychology	50.514212503	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.4.f	Sociology and Anthropology	38.390474453	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.4.g	Geography	47.09382836	37270	Education, training, and library	95060	1	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.5.a	Medicine and Dentistry	29.35253715	37270	Education, training, and library	95060	1	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.5.b	Therapy and Counseling	24.114014877	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.6	Education and Training	85.1427358	37270	Education, training, and library	95060	1	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.7.a	English Language	85.318058714	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	2.C.7.b	Foreign Language	27.533357319	37270	Education, training, and library	95060	1	Engineering Teachers, Postsecondary	5	1
